CustomerID,TransactionID,TransactionDT,TransactionAmt,CardType,isRetention,Frequency
63,2987729,100424,29.95,gold,1,0.11331507076251243
64,2987754,101258,15.0,gold,1,-0.005175272619882704
65,2987757,101359,29.0,gold,1,0.45149596616715015
66,2987758,101369,23.201,platinum,1,0.4015281551086143
67,2987764,101549,50.0,gold,1,0.27646230450634784
68,2987765,101572,600.0,gold,1,-0.003397615436563285
69,2987781,102193,10.0,platinum,1,0.49953387428711227
70,2987798,102655,108.5,platinum,1,0.5189034812437588
71,2987821,103698,400.0,platinum,1,0.7409921105269427
72,2987861,106129,100.0,gold,1,0.8645755926265278
73,2987888,107689,403.0,gold,1,0.2081347770766371
74,2987893,107797,109.36,gold,1,0.06570229148400877
75,2987903,108226,107.95,gold,1,0.48884778712560994
76,2987919,108808,42.95,platinum,1,0.08163574507470342
77,2987937,109188,300.0,gold,1,0.1461692402414739
78,2987938,109202,15.0,gold,1,0.4936475147119033
79,2987976,110826,36.95,platinum,1,0.7000016965214693
80,2987977,110866,400.0,gold,1,-0.0177610915417082
81,2987990,111717,335.0,gold,1,1.0062602884541574
82,2987992,111825,20.0,platinum,1,0.8582950734868916
83,2988009,112445,59.0,platinum,1,0.6477553253311951
84,2988012,112523,226.0,platinum,1,0.6036229172803381
85,2988016,112654,42.95,platinum,1,1.140934948829095
86,2988028,113422,25.0,platinum,1,0.9491922984741723
87,2988036,113756,47.95,platinum,1,0.05463349016896031
88,2988061,115679,53.97,platinum,1,0.8651724167965086
89,2988063,116080,107.95,platinum,1,0.32100136001566704
90,2988064,116130,90.87200000000001,gold,1,0.46440863021340917
91,2988083,117681,54.076,gold,1,0.5873904138167502
92,2988107,120439,57.95,gold,1,0.8557771552882251
93,2988117,120872,117.0,platinum,1,0.18629936363692312
94,2988124,121243,107.95,gold,1,0.3058665244395125
95,2988136,122489,335.0,gold,1,0.04424418224134634
96,2988138,122614,43.97,platinum,1,0.2841170718655978
97,2988142,123048,57.0,platinum,1,0.07381399708607617
98,2988143,123101,100.0,gold,1,0.2429956164482634
99,2988173,125295,97.0,gold,1,0.9569822689537072
100,2988189,126400,107.95,gold,1,0.26468238172766667
101,2988199,127000,30.95,gold,1,0.3161127257001433
102,2988207,127524,100.0,gold,1,0.3737486160815297
103,2988217,127953,100.0,gold,1,1.050528411314429
104,2988235,128602,40.0,platinum,1,0.6682915950882891
105,2988237,128672,20.0,platinum,1,0.6691611463968371
106,2988248,129061,117.0,platinum,1,0.5130450450733135
107,2988249,129169,156.99,platinum,1,0.9082267134195374
108,2988255,129300,221.99,gold,1,0.21604644985772603
109,2988300,130656,50.0,gold,1,0.12179299648707646
110,2988307,130753,100.0,platinum,1,0.5722138306619368
111,2988324,131146,70.0,platinum,1,0.08116331726407348
112,2988336,131529,59.0,platinum,1,0.4125124694603106
113,2988341,131629,35.95,platinum,1,0.8126576107962458
114,2988362,132072,130.0,gold,1,0.522910671606033
115,2988366,132238,68.95,platinum,1,0.3544985365495203
116,2988372,132402,50.0,gold,1,0.8358567633636953
117,2988382,132643,200.0,platinum,1,0.9533805039725276
118,2988386,132681,125.0,gold,1,0.7855322847067806
119,2988393,132764,25.0,platinum,1,0.574215795590472
120,2988445,133791,40.0,gold,1,0.4123885351218006
121,2988448,133862,250.0,gold,1,0.8718470734220263
122,2988450,133893,50.0,gold,1,0.21309398752088027
123,2988493,134438,100.0,platinum,1,0.33163954965272646
124,2988526,134991,107.95,gold,1,0.4011331314851866
125,2988528,135028,151.0,gold,1,0.19348152727783152
126,2988545,135397,20.0,platinum,1,0.8717252798733082
127,2988554,135553,100.0,gold,1,0.22561071014452413
128,2988556,135570,53.95,platinum,1,0.3673835136374493
129,2988571,135783,45.0,gold,1,0.4388438241817571
130,2988584,135986,40.0,platinum,1,0.23265016704042407
131,2988611,136414,100.0,gold,1,0.8916808063964267
132,2988620,136617,160.0,gold,1,0.32369300900702336
133,2988638,136830,159.95,platinum,1,0.8839945123726526
134,2988642,136930,59.0,platinum,1,0.5848970478644506
135,2988660,137243,40.0,platinum,1,0.5830974306300836
136,2988666,137289,100.0,gold,1,0.8333562368042875
137,2988668,137353,60.0,gold,1,0.8039794130144908
138,2988711,138005,77.0,platinum,1,0.9698235396019093
139,2988713,138047,35.0,gold,1,1.0336602660874954
140,2988719,138079,40.0,gold,1,0.852931370056379
141,2988721,138096,30.0,gold,1,0.8866684868330972
142,2988726,138222,29.0,gold,1,0.5224142889427625
143,2988729,138234,47.95,gold,1,0.7905335900652868
144,2988735,138349,59.0,gold,1,0.19181449585330484
145,2988750,138473,48.97,gold,1,0.610304026191903
146,2988757,138528,34.0,gold,1,0.5804398933722346
147,2988769,138689,75.0,gold,1,1.0411103862991935
148,2988782,138905,445.0,platinum,1,0.7228945653216148
149,2988786,138966,600.0,gold,1,0.05152846694497376
150,2988791,139062,59.0,gold,1,0.23916670052339295
151,2988795,139146,59.0,platinum,1,0.7715696046993641
152,2988798,139192,200.0,gold,1,0.2541966313524962
153,2988831,139627,25.95,platinum,1,0.7768512888464895
154,2988835,139671,150.0,gold,1,0.2420267969583815
155,2988837,139680,87.0,platinum,1,0.4286316633653862
156,2988838,139692,57.95,platinum,1,0.7556767525282102
157,2988855,139903,200.0,platinum,1,0.2862536085474279
158,2988856,139916,245.0,gold,1,0.7124122599824075
159,2988896,140429,36.95,gold,1,0.12648923481325186
160,2988907,140573,265.0,gold,1,0.03868521642451092
161,2988928,140759,25.95,platinum,1,0.5105506928534524
162,2988942,140849,60.0,platinum,1,0.8642442394072612
163,2988945,140871,72.95,gold,1,0.2382439584917877
164,2988946,140876,470.95,platinum,1,0.7078119324098616
165,2988969,141129,62.95,platinum,1,0.20707898329647967
166,2988976,141238,117.0,gold,1,0.7253551979371382
167,2989010,141495,49.0,platinum,1,-0.04088752791333883
168,2989022,141616,117.0,platinum,1,0.630677107311121
169,2989055,142051,20.18,platinum,1,0.18064260009537986
170,2989056,142090,75.0,platinum,1,0.388653855253893
171,2989086,142464,49.0,gold,1,0.10171634480417564
172,2989115,142814,159.95,gold,1,0.6600960641132222
173,2989117,142834,186.0,gold,1,0.659020096915555
174,2989122,142880,40.0,gold,1,0.6239546354911157
175,2989132,143041,425.95,gold,1,0.4823139919616236
176,2989136,143069,50.0,platinum,1,0.8578168798520192
177,2989137,143072,173.0,gold,1,0.520933137101324
178,2989141,143152,26.403000000000002,gold,1,0.473512096517487
179,2989145,143169,311.95,platinum,1,0.8652713778514537
180,2989166,143468,39.0,gold,1,0.5837917408685781
181,2989176,143599,26.403000000000002,gold,1,0.3959577081771716
182,2989189,143715,5.0,gold,1,0.8023582224514186
183,2989200,143829,45.95,gold,1,1.0202063308035458
184,2989206,143885,75.0,gold,1,0.20881786416976292
185,2989216,143953,50.0,gold,1,0.7883661714347091
186,2989222,144020,141.0,gold,1,0.42884482298985027
187,2989228,144099,59.0,gold,1,0.4096565593216291
188,2989235,144132,200.0,gold,1,0.5328348136487611
189,2989244,144223,300.0,platinum,1,0.8067417280639746
190,2989258,144322,49.0,platinum,1,0.3300118330800333
191,2989266,144415,1427.29,gold,1,0.8675990920803857
192,2989280,144509,200.0,gold,1,0.17489233838896134
193,2989281,144522,129.97,gold,1,0.6044080929006752
194,2989285,144595,59.0,gold,1,0.3660282951335874
195,2989304,144794,213.0,platinum,1,0.41528733923854233
196,2989320,144974,50.0,platinum,1,0.7796600337945632
197,2989327,145030,600.0,gold,1,0.8819205523950896
198,2989332,145056,90.0,gold,1,0.4133586483080181
199,2989343,145183,57.95,gold,1,0.21833103267359333
200,2989346,145193,25.0,gold,1,1.0894430628747056
201,2989350,145246,34.0,platinum,1,0.9730998286429973
202,2989353,145290,30.95,gold,1,0.2554205540363716
203,2989357,145327,226.0,platinum,1,0.17028211497281862
204,2989358,145337,226.0,platinum,1,0.7704747371060114
205,2989395,145688,46.92,gold,1,0.0488801140768802
206,2989405,145801,175.0,gold,1,0.3120916837731166
207,2989408,145829,77.0,gold,1,0.3948621063733039
208,2989409,145848,150.0,platinum,1,0.7707463216636044
209,2989418,145944,102.25,platinum,1,0.43779288313923315
210,2989421,145981,117.0,gold,1,0.5560098590809234
211,2989428,146040,50.0,gold,1,0.8061256372950264
212,2989441,146130,107.95,platinum,1,0.21415800772444812
213,2989445,146146,142.95,gold,1,0.32533337487209096
214,2989448,146163,420.0,gold,1,0.6582725544201309
215,2989456,146260,335.0,gold,1,0.40532126922457146
216,2989463,146290,159.95,gold,1,0.46710691403448196
217,2989466,146326,57.95,gold,1,0.15116891283235404
218,2989476,146443,671.42,gold,1,0.888136881147554
219,2989488,146545,60.0,platinum,1,-0.08519574342407332
220,2989496,146588,100.0,gold,1,0.3519271765921788
221,2989506,146680,250.0,platinum,1,0.772496116218461
222,2989522,146801,25.0,gold,1,0.4349293516294652
223,2989523,146833,264.35,platinum,1,0.14512597809868863
224,2989543,147091,77.0,gold,1,0.39809961437465946
225,2989552,147132,15.0,gold,1,0.5605823105063038
226,2989567,147274,59.0,platinum,1,0.477009725188256
227,2989573,147390,107.95,gold,1,-0.25487689686699305
228,2989579,147420,49.0,gold,1,0.3002944964773665
229,2989580,147422,160.95,gold,1,0.463921356555135
230,2989594,147585,40.0,platinum,1,0.5514003880186781
231,2989595,147587,150.0,gold,1,0.22941025503424364
232,2989600,147646,125.0,gold,1,-0.027607365627340244
233,2989601,147650,50.0,platinum,1,0.2405411241781176
234,2989610,147709,43.0,platinum,1,0.20378495830279947
236,2989632,147996,108.95,platinum,1,1.0619257382403626
237,2989653,148127,14.501,platinum,1,0.13810323860064086
238,2989692,148522,117.0,platinum,1,0.3757499638697256
239,2989699,148606,40.0,gold,1,0.7218172808244732
240,2989709,148716,97.0,platinum,1,0.9007005200394615
241,2989710,148729,100.0,platinum,1,0.6014056883503359
242,2989722,148820,226.0,gold,1,0.613324776646433
243,2989724,148835,100.0,gold,1,0.40390184107511584
244,2989727,148860,226.0,gold,1,0.29794095646103425
245,2989746,149083,57.95,gold,1,0.12410933900284087
246,2989750,149111,35.648,platinum,1,0.11438433853544562
247,2989774,149333,39.0,platinum,1,0.23377946047253756
248,2989782,149465,77.95,platinum,1,0.3150264601827652
249,2989816,149749,236.95,platinum,1,0.7078512379275606
250,2989822,149820,35.0,platinum,1,0.4919504600589565
251,2989824,149884,335.0,gold,1,0.9258099644474194
252,2989854,150222,150.0,platinum,1,0.5775384471254873
253,2989869,150329,230.0,platinum,1,0.9586049554258189
256,2989887,150486,90.26799999999999,platinum,1,0.4814317875253903
257,2989892,150532,103.802,gold,1,0.10886945570769382
258,2989908,150705,311.95,gold,1,0.9274369440236913
259,2989919,150756,511.95,platinum,1,0.4487387108708686
260,2989926,150796,51.5,gold,1,1.0152520432991248
261,2989931,150845,30.95,gold,1,0.2527110913480038
262,2989932,150867,300.0,gold,1,0.038783420985298196
263,2989947,150946,171.0,gold,1,0.5608437774729489
264,2989956,151076,422.5,platinum,1,0.5058646537466577
265,2989957,151082,100.0,platinum,1,0.055752330150534234
266,2989979,151211,35.95,platinum,1,0.44104652629387164
267,2989984,151289,25.95,platinum,1,0.3077044632533925
268,2989988,151314,107.0,platinum,1,0.7223011870031448
269,2990035,151784,17.764,gold,1,0.19156322467622391
270,2990039,151816,39.0,gold,1,0.4910229715875635
271,2990052,151917,100.0,platinum,1,0.19130786442484302
272,2990056,151927,75.0,platinum,1,0.8819657930935689
273,2990063,152011,75.0,gold,1,0.6402519329713748
274,2990064,152030,107.95,gold,1,0.09686461254163033
275,2990073,152089,250.0,platinum,1,0.17153682427303815
276,2990088,152232,92.0,gold,1,0.5021867607176391
277,2990095,152286,75.0,gold,1,0.41257420523092203
278,2990102,152348,21.0,gold,1,0.5154356249015687
279,2990105,152407,159.95,gold,1,0.6015038084074816
280,2990131,152655,1000.0,gold,1,0.5009794513172208
281,2990157,152923,57.95,platinum,1,0.874826769469678
282,2990169,153046,57.95,gold,1,0.829473487944161
283,2990176,153107,40.0,gold,1,0.9832377591834374
284,2990182,153148,584.99,gold,1,0.9169734931650455
286,2990205,153339,77.0,gold,1,0.1467992509863257
287,2990223,153530,171.0,platinum,1,0.179600636380999
288,2990227,153558,50.0,gold,1,0.3773474789245183
289,2990234,153619,200.0,gold,1,0.6773826929357687
290,2990240,153670,103.95,platinum,1,0.2860742953683165
291,2990248,153757,59.0,gold,1,0.2633926020985358
292,2990249,153759,213.0,platinum,1,0.2716856953077157
293,2990258,153860,226.0,platinum,1,0.6421444977984871
294,2990267,153919,107.95,gold,1,1.0254423980924146
295,2990307,154301,30.0,platinum,1,0.21346624542027334
296,2990309,154319,206.0,platinum,1,0.1315541932434484
297,2990327,154477,113.0,platinum,1,0.3314046858898809
298,2990329,154498,25.0,gold,1,0.10425771978573502
299,2990334,154524,226.0,platinum,1,0.3703323161635001
300,2990335,154532,226.0,gold,1,0.9633779879294467
301,2990345,154636,92.0,gold,1,0.2535337684055933
302,2990382,154979,29.0,gold,1,0.6617959797830256
303,2990383,154992,25.95,gold,1,0.3809416280374155
304,2990385,155038,117.0,gold,1,0.33623723547799583
305,2990388,155072,80.0,gold,1,0.7541783694031988
306,2990391,155110,34.0,platinum,1,0.21586739139226874
307,2990406,155194,25.95,gold,1,1.0015774971668399
308,2990407,155198,100.0,gold,1,0.4827682389074994
309,2990430,155431,100.0,gold,1,0.685641687621962
310,2990438,155493,47.95,platinum,1,0.35565542163793323
311,2990446,155510,20.0,platinum,1,0.860514306539546
312,2990486,155960,50.0,gold,1,0.45656195004839817
313,2990499,156070,25.0,platinum,1,0.02251206433046737
314,2990521,156334,25.0,gold,1,0.8586848001998149
315,2990531,156424,100.0,gold,1,0.12927521911336065
316,2990546,156591,87.99,gold,1,0.4533924306328856
317,2990560,156734,25.0,platinum,1,0.8100031805536319
318,2990565,156799,6.065,platinum,1,0.3989512543501648
319,2990577,156913,71.658,gold,1,0.1782855753712862
320,2990580,156925,149.95,platinum,1,0.37983241781785493
321,2990588,157028,353.47,platinum,1,0.0875025110000063
322,2990589,157051,75.0,gold,1,0.6956053885283949
323,2990628,157367,226.0,gold,1,0.7507645934221048
324,2990635,157426,2494.95,gold,1,0.5371708310386373
325,2990660,157644,768.95,platinum,1,0.8587558922942305
326,2990679,157833,31.95,gold,1,0.07078907331905222
327,2990688,157894,50.0,gold,1,0.7521294615762961
328,2990689,157895,35.0,platinum,1,0.584994531800976
329,2990694,157951,100.0,platinum,1,0.46016210904242977
330,2990721,158286,49.0,platinum,1,0.2611219621215995
331,2990722,158296,14.138,platinum,1,0.9803286273980159
332,2990724,158323,944.95,gold,1,1.0757696439695423
333,2990729,158380,29.5,platinum,1,-0.0932703262881308
334,2990732,158396,113.0,gold,1,0.6910154816048302
335,2990733,158407,54.861999999999995,gold,1,0.13494506580877264
336,2990734,158418,47.95,platinum,1,0.5612576686981665
337,2990744,158523,77.95,gold,1,0.44136297386236883
338,2990745,158524,200.0,platinum,1,0.22980371492020138
339,2990765,158741,100.0,gold,1,0.5023077574301213
340,2990766,158741,210.64,gold,1,0.09568982458468601
341,2990767,158774,40.0,platinum,1,0.42410593346857517
342,2990778,158885,50.0,platinum,1,0.29653151085737406
343,2990791,158998,226.0,gold,1,0.3650210765320494
344,2990793,159015,35.0,gold,1,0.31350592996846177
345,2990807,159248,400.0,gold,1,0.7827909542809526
346,2990854,159771,30.95,gold,1,0.2629178530590821
347,2990857,159820,35.95,gold,1,0.7313504847907438
348,2990886,160080,57.95,platinum,1,0.20337543938803762
349,2990898,160185,40.0,platinum,1,0.8222578900516748
350,2990905,160227,107.95,gold,1,0.974359660849318
351,2990934,160579,77.95,platinum,1,0.5581445686407369
352,2990939,160615,105.0,gold,1,0.7698696118132655
353,2990952,160708,59.0,gold,1,0.7999108446418158
354,2990953,160740,50.0,platinum,1,0.9839292560334653
355,2990968,160915,213.59,platinum,1,0.1251531677537027
356,2990979,161058,100.0,gold,1,0.6014210273077796
357,2990982,161076,171.0,gold,1,0.893574081061164
358,2990984,161130,159.95,gold,1,0.6250539313706996
359,2990991,161234,47.95,gold,1,0.1658598889466989
360,2990994,161249,249.73,gold,1,0.991591964714446
361,2990996,161267,50.0,platinum,1,0.28505302432145924
362,2991007,161417,171.0,platinum,1,0.9017343678795291
363,2991011,161465,146.0,platinum,1,0.6765971722268489
364,2991021,161582,50.0,platinum,1,0.5284513469645684
365,2991024,161605,49.0,gold,1,0.7475707122478947
366,2991028,161628,100.0,gold,1,0.01926439031567216
367,2991030,161640,171.0,gold,1,0.5954437102166708
368,2991043,161730,58.95,gold,1,0.4546730480384906
369,2991052,161760,300.0,platinum,1,0.19166470533756894
370,2991075,161999,117.0,gold,1,0.19295625642192127
371,2991077,162011,107.95,platinum,1,0.7266534093099516
372,2991081,162046,138.0,gold,1,0.847837004636817
373,2991102,162177,100.0,gold,1,0.14820234846238528
374,2991115,162330,34.0,platinum,1,0.0699912180109274
375,2991124,162418,30.0,platinum,1,1.054485527856331
376,2991134,162500,107.95,platinum,1,0.6891446958502286
377,2991137,162560,57.95,gold,1,-0.030161694963594915
378,2991140,162590,49.0,gold,1,0.1935722052196423
379,2991147,162642,117.0,platinum,1,0.08671746639936609
380,2991157,162697,125.0,gold,1,0.3945946096398519
381,2991167,162766,107.95,gold,1,0.08147316104858927
382,2991184,162882,65.95,gold,1,1.0378937849523013
383,2991195,162961,30.95,platinum,1,0.04391460777102839
384,2991197,162972,82.0,platinum,1,0.13827866719975856
385,2991205,163027,100.0,gold,1,0.597016736584628
386,2991227,163230,180.0,platinum,1,0.9153124715358636
387,2991255,163576,40.0,gold,1,0.2818267207511821
389,2991267,163764,40.0,gold,1,0.9513791390762586
390,2991269,163777,108.95,gold,1,0.4977880998777013
391,2991275,163817,159.95,platinum,1,0.3446828823466418
392,2991299,164132,26.886999999999997,platinum,1,0.4591603796801147
393,2991319,164366,75.0,gold,1,0.6120419116788454
394,2991344,164598,100.0,gold,1,0.8413729654494851
395,2991357,164745,50.0,platinum,1,0.0777575099754161
396,2991382,165053,46.99,gold,1,0.704938279164386
397,2991385,165108,280.0,gold,1,0.41958910259086313
398,2991398,165248,233.0,gold,1,0.7238899726792722
399,2991405,165326,59.0,gold,1,0.9138888830863504
400,2991428,165495,100.0,gold,1,1.09489995849303
401,2991454,165751,554.0,gold,1,0.25926881447314687
402,2991464,165873,79.513,platinum,1,0.2227024485771931
403,2991483,166063,54.5,gold,1,0.2382990927092749
404,2991484,166069,180.0,gold,1,0.8427803472067963
405,2991485,166105,105.0,platinum,1,0.3366151007193046
406,2991486,166106,67.95,gold,1,0.6804209553594857
407,2991491,166176,180.0,platinum,1,0.5235206917906008
408,2991514,166378,226.0,gold,1,0.29006385909569854
409,2991516,166387,117.0,gold,1,0.6268665831457063
410,2991524,166471,59.0,gold,1,0.9946213933286927
411,2991537,166615,171.0,gold,1,0.15107674400246676
412,2991540,166668,166.99,gold,1,0.6349588009005503
413,2991541,166681,100.0,gold,1,0.6231836184924516
414,2991543,166697,39.0,gold,1,0.1931635101585879
415,2991546,166757,140.0,gold,1,0.14257936350417985
416,2991550,166776,250.0,gold,1,0.4695201048136491
418,2991579,167056,200.0,gold,1,0.2517336702457465
419,2991585,167112,29.0,gold,1,0.5910521923905856
420,2991586,167129,53.97,gold,1,0.9660829904752035
421,2991595,167239,117.0,platinum,1,0.7641944540439304
422,2991600,167301,97.0,gold,1,0.7373200745672543
423,2991607,167352,20.0,platinum,1,0.4949044495844913
424,2991611,167375,44.5,gold,1,0.6145401013620417
425,2991612,167375,25.980999999999998,gold,1,0.4011480727738282
426,2991649,167822,107.95,platinum,1,0.7905057731925775
427,2991658,167908,114.95,gold,1,0.3590335594677631
428,2991663,168000,57.95,gold,1,0.2736799866735796
429,2991664,168006,100.0,platinum,1,0.44895717605411467
430,2991674,168066,200.0,gold,1,0.34404189193233714
431,2991681,168136,35.95,gold,1,0.6965136662128625
432,2991692,168251,34.0,gold,1,0.5167385988375919
433,2991695,168287,100.0,gold,1,0.08452400919771318
434,2991703,168417,1482.57,gold,1,0.7691729921726362
435,2991713,168578,100.0,platinum,1,0.5853303981183038
436,2991721,168653,20.0,gold,1,1.0455804963393407
437,2991723,168669,107.95,platinum,1,0.6429542518600173
438,2991725,168752,29.183000000000003,platinum,1,0.8231943703159836
439,2991765,169189,67.95,gold,1,0.15218056829548088
440,2991766,169189,50.0,gold,1,0.6703476609964246
441,2991786,169370,226.0,platinum,1,0.15945822001671253
442,2991791,169467,117.0,gold,1,0.45821019661583706
443,2991792,169472,47.128,platinum,1,0.618834355011985
444,2991800,169551,80.0,platinum,1,0.20633174913890237
445,2991808,169643,58.95,platinum,1,0.026383284846994814
446,2991817,169694,100.0,gold,1,0.9093114029901499
447,2991825,169829,92.0,platinum,1,1.001163568923594
448,2991830,169855,6.405,gold,1,-0.024632594937970043
449,2991845,170095,209.95,gold,1,0.11876692706317593
450,2991858,170196,40.0,gold,1,0.4249368362306104
451,2991867,170271,272.95,platinum,1,0.9939014237302932
452,2991872,170326,30.0,platinum,1,0.8318865538297759
453,2991878,170448,140.0,platinum,1,0.391349463017757
454,2991907,170811,57.95,gold,1,0.894484018264351
456,2991910,170826,59.54,gold,1,0.08115647509726331
457,2991932,171084,58.95,platinum,1,1.0532874745246612
458,2991940,171137,29.0,platinum,1,0.8902804788213976
459,2991968,171398,117.0,gold,1,0.8116960595042557
460,2991974,171473,40.0,platinum,1,0.7525295193335034
461,2991977,171489,57.95,gold,1,0.5276414913509133
462,2991992,171582,25.0,gold,1,0.12769768207722818
463,2992000,171646,44.95,platinum,1,1.0629594270678093
464,2992007,171683,100.0,gold,1,0.833997036691739
466,2992033,171957,107.95,gold,1,0.519307048105382
467,2992038,172065,7.069,platinum,1,0.3444614203871995
468,2992041,172088,59.0,platinum,1,0.5642567748681785
469,2992057,172221,59.0,gold,1,0.28309379972194315
470,2992075,172416,117.0,gold,1,-0.016866249952422196
471,2992076,172435,54.5,platinum,1,0.14545994960500158
472,2992085,172521,100.0,platinum,1,0.6320183644175843
473,2992086,172533,209.95,platinum,1,0.09012378806204091
474,2992096,172601,23.987,platinum,1,1.1358230767089563
475,2992098,172617,82.0,gold,1,0.8184561941684403
476,2992111,172728,21.95,platinum,1,0.1464872440225189
477,2992120,172789,108.95,gold,1,1.147019950777834
478,2992127,172866,54.99,platinum,1,0.16181990278119596
479,2992144,173184,25.0,gold,1,0.872272534271138
480,2992146,173200,365.5,gold,1,0.2755947432538046
481,2992165,173355,884.0,gold,1,0.7711984601994952
482,2992172,173436,445.0,gold,1,0.2183268196842201
483,2992177,173481,14.38,gold,1,0.23847428935263587
484,2992206,173796,44.5,platinum,1,0.039821635924938134
485,2992225,174003,200.0,platinum,1,0.012438133768864327
486,2992226,174011,23.987,platinum,1,0.38737116643078334
487,2992230,174062,58.95,gold,1,0.19299245465557588
488,2992248,174285,117.0,gold,1,0.6993945052446349
489,2992251,174314,20.0,gold,1,0.650024990064452
490,2992265,174526,40.0,platinum,1,0.8716643986083865
491,2992267,174547,107.95,gold,1,1.238756072586062
492,2992271,174599,113.0,gold,1,0.7699461228699789
493,2992275,174608,539.0,platinum,1,0.652494167227036
494,2992280,174652,10.0,platinum,1,0.5134894488345979
495,2992294,174780,34.077,platinum,1,0.5867214707895613
496,2992300,174847,117.0,gold,1,0.4851364670830806
497,2992307,174911,59.0,gold,1,0.1286470438309399
498,2992365,175615,85.0,platinum,1,0.09552597262633977
499,2992370,175629,131.0,platinum,1,0.7147882358629088
500,2992375,175681,49.0,platinum,1,0.21599253271331026
501,2992385,175776,77.0,gold,1,0.41076379465187485
502,2992390,175804,373.74,platinum,1,0.07876369952969967
503,2992446,176415,26.645,gold,1,0.7693770004637877
504,2992452,176542,100.0,gold,1,0.5539472912162413
505,2992460,176591,57.95,gold,1,0.6315301734114943
506,2992473,176792,200.0,platinum,1,0.4214990170764891
507,2992483,176878,100.0,platinum,1,0.32266776836983313
508,2992488,176974,54.5,platinum,1,0.21520965377705942
509,2992504,177257,59.0,platinum,1,0.12468716705595312
510,2992520,177439,39.0,gold,1,0.06289941284802501
511,2992542,177865,49.0,platinum,1,0.47985114612956153
512,2992549,177990,75.404,gold,1,0.7573071956082336
513,2992572,178277,75.0,gold,1,-0.044116692316473444
514,2992575,178351,57.95,platinum,1,0.2668322841091381
